id,pid,value,date,sys
1916487,Zong,26,"2022-08-11 14:25:28.277","2022-08-11 14:25:28.282"
1916488,Zong,28,"2022-08-11 14:25:28.306","2022-08-11 14:25:28.312"
1916488,Zong,36,"2022-08-11 14:25:28.306","2022-08-11 14:25:28.312"
1916489,Zong,50,"2022-08-11 14:25:28.338","2022-08-11 14:25:28.342"
1916489,Zong,50,"2022-08-11 14:25:28.338","2022-08-11 14:25:28.342"
1916490,Zong,96,"2022-08-11 14:25:28.394","2022-08-11 14:25:28.398"
1916490,Zong,96,"2022-08-11 14:25:28.394","2022-08-11 14:25:28.398"
1916491,Zong,100,"2022-08-11 14:25:28.435","2022-08-11 14:25:28.440"
1916491,Zong,96,"2022-08-11 14:25:28.435","2022-08-11 14:25:28.440"
1916492,Zong,88,"2022-08-11 14:25:28.454","2022-08-11 14:25:28.458"
1916492,Zong,79,"2022-08-11 14:25:28.454","2022-08-11 14:25:28.458"
1916493,Zong,70,"2022-08-11 14:25:28.515","2022-08-11 14:25:28.526"
1916493,Zong,63,"2022-08-11 14:25:28.515","2022-08-11 14:25:28.526"
1916494,Zong,59,"2022-08-11 14:25:28.547","2022-08-11 14:25:28.550"
1916494,Zong,57,"2022-08-11 14:25:28.547","2022-08-11 14:25:28.550"
1916495,Zong,56,"2022-08-11 14:25:28.574","2022-08-11 14:25:28.577"
1916495,Zong,56,"2022-08-11 14:25:28.574","2022-08-11 14:25:28.577"
1916496,Zong,58,"2022-08-11 14:25:28.641","2022-08-11 14:25:28.644"
1916496,Zong,60,"2022-08-11 14:25:28.641","2022-08-11 14:25:28.644"
1916497,Zong,61,"2022-08-11 14:25:28.665","2022-08-11 14:25:28.670"
1916497,Zong,61,"2022-08-11 14:25:28.665","2022-08-11 14:25:28.670"
1916498,Zong,59,"2022-08-11 14:25:28.695","2022-08-11 14:25:28.700"
1916498,Zong,55,"2022-08-11 14:25:28.695","2022-08-11 14:25:28.700"
1916499,Zong,51,"2022-08-11 14:25:28.755","2022-08-11 14:25:28.760"
1916499,Zong,48,"2022-08-11 14:25:28.755","2022-08-11 14:25:28.760"
1916500,Zong,44,"2022-08-11 14:25:28.785","2022-08-11 14:25:28.803"
1916500,Zong,41,"2022-08-11 14:25:28.785","2022-08-11 14:25:28.803"
1916501,Zong,38,"2022-08-11 14:25:28.815","2022-08-11 14:25:28.823"
1916501,Zong,36,"2022-08-11 14:25:28.815","2022-08-11 14:25:28.823"
1916502,Zong,33,"2022-08-11 14:25:28.874","2022-08-11 14:25:28.878"
1916502,Zong,33,"2022-08-11 14:25:28.874","2022-08-11 14:25:28.878"
1916503,Zong,36,"2022-08-11 14:25:28.905","2022-08-11 14:25:28.910"
1916503,Zong,46,"2022-08-11 14:25:28.905","2022-08-11 14:25:28.910"
1916504,Zong,61,"2022-08-11 14:25:28.936","2022-08-11 14:25:28.940"
1916504,Zong,61,"2022-08-11 14:25:28.936","2022-08-11 14:25:28.940"
1916505,Zong,107,"2022-08-11 14:25:28.995","2022-08-11 14:25:29.005"
1916505,Zong,107,"2022-08-11 14:25:28.995","2022-08-11 14:25:29.005"
1916506,Zong,111,"2022-08-11 14:25:29.027","2022-08-11 14:25:29.031"
1916506,Zong,109,"2022-08-11 14:25:29.027","2022-08-11 14:25:29.031"
1916507,Zong,103,"2022-08-11 14:25:29.056","2022-08-11 14:25:29.060"
1916507,Zong,96,"2022-08-11 14:25:29.056","2022-08-11 14:25:29.060"
1916508,Zong,88,"2022-08-11 14:25:29.114","2022-08-11 14:25:29.127"
1916508,Zong,80,"2022-08-11 14:25:29.114","2022-08-11 14:25:29.127"
1916509,Zong,72,"2022-08-11 14:25:29.144","2022-08-11 14:25:29.148"
1916509,Zong,66,"2022-08-11 14:25:29.144","2022-08-11 14:25:29.148"
1916510,Zong,62,"2022-08-11 14:25:29.177","2022-08-11 14:25:29.180"
1916510,Zong,60,"2022-08-11 14:25:29.177","2022-08-11 14:25:29.180"
1916511,Zong,59,"2022-08-11 14:25:29.236","2022-08-11 14:25:29.240"
1916511,Zong,59,"2022-08-11 14:25:29.236","2022-08-11 14:25:29.240"
1916512,Zong,59,"2022-08-11 14:25:29.265","2022-08-11 14:25:29.273"
1916512,Zong,58,"2022-08-11 14:25:29.265","2022-08-11 14:25:29.273"
1916513,Zong,56,"2022-08-11 14:25:29.294","2022-08-11 14:25:29.298"
1916513,Zong,53,"2022-08-11 14:25:29.294","2022-08-11 14:25:29.298"
1916514,Zong,50,"2022-08-11 14:25:29.355","2022-08-11 14:25:29.358"
1916514,Zong,47,"2022-08-11 14:25:29.355","2022-08-11 14:25:29.358"
1916515,Zong,44,"2022-08-11 14:25:29.386","2022-08-11 14:25:29.404"
1916515,Zong,40,"2022-08-11 14:25:29.386","2022-08-11 14:25:29.404"
1916516,Zong,37,"2022-08-11 14:25:29.416","2022-08-11 14:25:29.427"
1916516,Zong,34,"2022-08-11 14:25:29.416","2022-08-11 14:25:29.427"
1916517,Zong,32,"2022-08-11 14:25:29.474","2022-08-11 14:25:29.478"
1916517,Zong,32,"2022-08-11 14:25:29.474","2022-08-11 14:25:29.478"
1916518,Zong,39,"2022-08-11 14:25:29.505","2022-08-11 14:25:29.508"
1916518,Zong,39,"2022-08-11 14:25:29.505","2022-08-11 14:25:29.508"
1916519,Zong,67,"2022-08-11 14:25:29.535","2022-08-11 14:25:29.538"
1916519,Zong,67,"2022-08-11 14:25:29.535","2022-08-11 14:25:29.538"
1916520,Zong,101,"2022-08-11 14:25:29.595","2022-08-11 14:25:29.600"
1916520,Zong,111,"2022-08-11 14:25:29.595","2022-08-11 14:25:29.600"
1916521,Zong,113,"2022-08-11 14:25:29.627","2022-08-11 14:25:29.631"
1916521,Zong,109,"2022-08-11 14:25:29.627","2022-08-11 14:25:29.631"
1916522,Zong,103,"2022-08-11 14:25:29.662","2022-08-11 14:25:29.666"
1916522,Zong,99,"2022-08-11 14:25:29.662","2022-08-11 14:25:29.666"
1916523,Zong,98,"2022-08-11 14:25:29.715","2022-08-11 14:25:29.730"
1916523,Zong,98,"2022-08-11 14:25:29.715","2022-08-11 14:25:29.730"
1916524,Zong,96,"2022-08-11 14:25:29.745","2022-08-11 14:25:29.748"
1916524,Zong,91,"2022-08-11 14:25:29.745","2022-08-11 14:25:29.748"
1916525,Zong,83,"2022-08-11 14:25:29.774","2022-08-11 14:25:29.778"
1916525,Zong,75,"2022-08-11 14:25:29.774","2022-08-11 14:25:29.778"
1916526,Zong,64,"2022-08-11 14:25:29.835","2022-08-11 14:25:29.842"
1916526,Zong,59,"2022-08-11 14:25:29.835","2022-08-11 14:25:29.842"
1916527,Zong,58,"2022-08-11 14:25:29.873","2022-08-11 14:25:29.877"
1916527,Zong,55,"2022-08-11 14:25:29.873","2022-08-11 14:25:29.877"
1916528,Zong,52,"2022-08-11 14:25:29.895","2022-08-11 14:25:29.898"
1916528,Zong,49,"2022-08-11 14:25:29.895","2022-08-11 14:25:29.898"
1916529,Zong,45,"2022-08-11 14:25:29.956","2022-08-11 14:25:29.961"
1916529,Zong,42,"2022-08-11 14:25:29.956","2022-08-11 14:25:29.961"
1916530,Zong,39,"2022-08-11 14:25:29.985","2022-08-11 14:25:30.005"
1916530,Zong,37,"2022-08-11 14:25:29.985","2022-08-11 14:25:30.005"
1916531,Zong,35,"2022-08-11 14:25:30.015","2022-08-11 14:25:30.021"
1916531,Zong,33,"2022-08-11 14:25:30.015","2022-08-11 14:25:30.021"
1916532,Zong,32,"2022-08-11 14:25:30.075","2022-08-11 14:25:30.079"
1916532,Zong,35,"2022-08-11 14:25:30.075","2022-08-11 14:25:30.079"
1916533,Zong,42,"2022-08-11 14:25:30.106","2022-08-11 14:25:30.110"
1916533,Zong,42,"2022-08-11 14:25:30.106","2022-08-11 14:25:30.110"
1916534,Zong,68,"2022-08-11 14:25:30.134","2022-08-11 14:25:30.138"
1916534,Zong,68,"2022-08-11 14:25:30.134","2022-08-11 14:25:30.138"
1916535,Zong,93,"2022-08-11 14:25:30.195","2022-08-11 14:25:30.199"
1916535,Zong,97,"2022-08-11 14:25:30.195","2022-08-11 14:25:30.199"
1916536,Zong,96,"2022-08-11 14:25:30.224","2022-08-11 14:25:30.227"
1916536,Zong,92,"2022-08-11 14:25:30.224","2022-08-11 14:25:30.227"
1916537,Zong,86,"2022-08-11 14:25:30.256","2022-08-11 14:25:30.261"
1916537,Zong,80,"2022-08-11 14:25:30.256","2022-08-11 14:25:30.261"
1916538,Zong,74,"2022-08-11 14:25:30.314","2022-08-11 14:25:30.326"
1916538,Zong,68,"2022-08-11 14:25:30.314","2022-08-11 14:25:30.326"
1916539,Zong,64,"2022-08-11 14:25:30.344","2022-08-11 14:25:30.348"
1916539,Zong,61,"2022-08-11 14:25:30.344","2022-08-11 14:25:30.348"
1916540,Zong,60,"2022-08-11 14:25:30.378","2022-08-11 14:25:30.383"
1916540,Zong,60,"2022-08-11 14:25:30.378","2022-08-11 14:25:30.383"
1916541,Zong,60,"2022-08-11 14:25:30.435","2022-08-11 14:25:30.440"
1916541,Zong,59,"2022-08-11 14:25:30.435","2022-08-11 14:25:30.440"
1916542,Zong,58,"2022-08-11 14:25:30.465","2022-08-11 14:25:30.469"
1916542,Zong,55,"2022-08-11 14:25:30.465","2022-08-11 14:25:30.469"
1916543,Zong,53,"2022-08-11 14:25:30.503","2022-08-11 14:25:30.507"
1916543,Zong,50,"2022-08-11 14:25:30.503","2022-08-11 14:25:30.507"
1916544,Zong,47,"2022-08-11 14:25:30.555","2022-08-11 14:25:30.559"
1916544,Zong,44,"2022-08-11 14:25:30.555","2022-08-11 14:25:30.559"
1916545,Zong,41,"2022-08-11 14:25:30.591","2022-08-11 14:25:30.604"
1916545,Zong,40,"2022-08-11 14:25:30.591","2022-08-11 14:25:30.604"
1916546,Zong,38,"2022-08-11 14:25:30.614","2022-08-11 14:25:30.624"
1916546,Zong,37,"2022-08-11 14:25:30.614","2022-08-11 14:25:30.624"
1916547,Zong,35,"2022-08-11 14:25:30.677","2022-08-11 14:25:30.682"
1916547,Zong,35,"2022-08-11 14:25:30.677","2022-08-11 14:25:30.682"
1916548,Zong,38,"2022-08-11 14:25:30.705","2022-08-11 14:25:30.708"
1916548,Zong,46,"2022-08-11 14:25:30.705","2022-08-11 14:25:30.708"
1916549,Zong,59,"2022-08-11 14:25:30.735","2022-08-11 14:25:30.739"
1916549,Zong,59,"2022-08-11 14:25:30.735","2022-08-11 14:25:30.739"
1916550,Zong,97,"2022-08-11 14:25:30.796","2022-08-11 14:25:30.800"
1916550,Zong,97,"2022-08-11 14:25:30.796","2022-08-11 14:25:30.800"
1916551,Zong,99,"2022-08-11 14:25:30.824","2022-08-11 14:25:30.828"
1916551,Zong,96,"2022-08-11 14:25:30.824","2022-08-11 14:25:30.828"
1916552,Zong,90,"2022-08-11 14:25:30.856","2022-08-11 14:25:30.859"
1916552,Zong,83,"2022-08-11 14:25:30.856","2022-08-11 14:25:30.859"
1916553,Zong,75,"2022-08-11 14:25:30.914","2022-08-11 14:25:30.927"
1916553,Zong,69,"2022-08-11 14:25:30.914","2022-08-11 14:25:30.927"
1916554,Zong,65,"2022-08-11 14:25:30.945","2022-08-11 14:25:30.948"
1916554,Zong,62,"2022-08-11 14:25:30.945","2022-08-11 14:25:30.948"
1916555,Zong,61,"2022-08-11 14:25:30.976","2022-08-11 14:25:30.980"
1916555,Zong,61,"2022-08-11 14:25:30.976","2022-08-11 14:25:30.980"
1916556,Zong,61,"2022-08-11 14:25:31.035","2022-08-11 14:25:31.038"
1916556,Zong,60,"2022-08-11 14:25:31.035","2022-08-11 14:25:31.038"
1916557,Zong,59,"2022-08-11 14:25:31.066","2022-08-11 14:25:31.070"
1916557,Zong,56,"2022-08-11 14:25:31.066","2022-08-11 14:25:31.070"
1916558,Zong,52,"2022-08-11 14:25:31.108","2022-08-11 14:25:31.115"
1916558,Zong,49,"2022-08-11 14:25:31.108","2022-08-11 14:25:31.115"
1916559,Zong,46,"2022-08-11 14:25:31.156","2022-08-11 14:25:31.161"
1916559,Zong,43,"2022-08-11 14:25:31.156","2022-08-11 14:25:31.161"
1916560,Zong,40,"2022-08-11 14:25:31.186","2022-08-11 14:25:31.204"
1916560,Zong,38,"2022-08-11 14:25:31.186","2022-08-11 14:25:31.204"
1916561,Zong,36,"2022-08-11 14:25:31.219","2022-08-11 14:25:31.224"
1916561,Zong,35,"2022-08-11 14:25:31.219","2022-08-11 14:25:31.224"
1916562,Zong,34,"2022-08-11 14:25:31.276","2022-08-11 14:25:31.280"
1916562,Zong,33,"2022-08-11 14:25:31.276","2022-08-11 14:25:31.280"
1916563,Zong,33,"2022-08-11 14:25:31.310","2022-08-11 14:25:31.330"
1916563,Zong,35,"2022-08-11 14:25:31.310","2022-08-11 14:25:31.330"
1916564,Zong,42,"2022-08-11 14:25:31.335","2022-08-11 14:25:31.339"
1916564,Zong,42,"2022-08-11 14:25:31.335","2022-08-11 14:25:31.339"
1916565,Zong,66,"2022-08-11 14:25:31.395","2022-08-11 14:25:31.399"
1916565,Zong,66,"2022-08-11 14:25:31.395","2022-08-11 14:25:31.399"
1916566,Zong,90,"2022-08-11 14:25:31.426","2022-08-11 14:25:31.430"
1916566,Zong,95,"2022-08-11 14:25:31.426","2022-08-11 14:25:31.430"
1916567,Zong,95,"2022-08-11 14:25:31.454","2022-08-11 14:25:31.457"
1916567,Zong,92,"2022-08-11 14:25:31.454","2022-08-11 14:25:31.457"
1916568,Zong,87,"2022-08-11 14:25:31.514","2022-08-11 14:25:31.525"
1916568,Zong,81,"2022-08-11 14:25:31.514","2022-08-11 14:25:31.525"
1916569,Zong,76,"2022-08-11 14:25:31.545","2022-08-11 14:25:31.554"
1916569,Zong,72,"2022-08-11 14:25:31.545","2022-08-11 14:25:31.554"
1916570,Zong,68,"2022-08-11 14:25:31.576","2022-08-11 14:25:31.580"
1916570,Zong,65,"2022-08-11 14:25:31.576","2022-08-11 14:25:31.580"
1916571,Zong,64,"2022-08-11 14:25:31.643","2022-08-11 14:25:31.647"
1916571,Zong,63,"2022-08-11 14:25:31.643","2022-08-11 14:25:31.647"
1916572,Zong,62,"2022-08-11 14:25:31.665","2022-08-11 14:25:31.668"
1916572,Zong,61,"2022-08-11 14:25:31.665","2022-08-11 14:25:31.668"
1916573,Zong,59,"2022-08-11 14:25:31.694","2022-08-11 14:25:31.697"
1916573,Zong,56,"2022-08-11 14:25:31.694","2022-08-11 14:25:31.697"
1916574,Zong,53,"2022-08-11 14:25:31.755","2022-08-11 14:25:31.764"
1916574,Zong,50,"2022-08-11 14:25:31.755","2022-08-11 14:25:31.764"
1916575,Zong,46,"2022-08-11 14:25:31.786","2022-08-11 14:25:31.804"
1916575,Zong,43,"2022-08-11 14:25:31.786","2022-08-11 14:25:31.804"
1916576,Zong,41,"2022-08-11 14:25:31.815","2022-08-11 14:25:31.824"
1916576,Zong,39,"2022-08-11 14:25:31.815","2022-08-11 14:25:31.824"
1916577,Zong,38,"2022-08-11 14:25:31.875","2022-08-11 14:25:31.879"
1916577,Zong,37,"2022-08-11 14:25:31.875","2022-08-11 14:25:31.879"
1916578,Zong,36,"2022-08-11 14:25:31.910","2022-08-11 14:25:31.916"
1916578,Zong,36,"2022-08-11 14:25:31.910","2022-08-11 14:25:31.916"
1916579,Zong,36,"2022-08-11 14:25:31.935","2022-08-11 14:25:31.944"
1916579,Zong,36,"2022-08-11 14:25:31.935","2022-08-11 14:25:31.944"
1916580,Zong,38,"2022-08-11 14:25:31.995","2022-08-11 14:25:31.999"
1916580,Zong,43,"2022-08-11 14:25:31.995","2022-08-11 14:25:31.999"
1916581,Zong,52,"2022-08-11 14:25:32.024","2022-08-11 14:25:32.027"
1916581,Zong,52,"2022-08-11 14:25:32.024","2022-08-11 14:25:32.027"
1916582,Zong,78,"2022-08-11 14:25:32.056","2022-08-11 14:25:32.060"
1916582,Zong,78,"2022-08-11 14:25:32.056","2022-08-11 14:25:32.060"
1916583,Zong,97,"2022-08-11 14:25:32.115","2022-08-11 14:25:32.127"
1916583,Zong,98,"2022-08-11 14:25:32.115","2022-08-11 14:25:32.127"
1916584,Zong,95,"2022-08-11 14:25:32.146","2022-08-11 14:25:32.149"
1916584,Zong,90,"2022-08-11 14:25:32.146","2022-08-11 14:25:32.149"
1916585,Zong,84,"2022-08-11 14:25:32.176","2022-08-11 14:25:32.181"
1916585,Zong,78,"2022-08-11 14:25:32.176","2022-08-11 14:25:32.181"
1916586,Zong,73,"2022-08-11 14:25:32.256","2022-08-11 14:25:32.260"
1916586,Zong,69,"2022-08-11 14:25:32.256","2022-08-11 14:25:32.260"
1916587,Zong,65,"2022-08-11 14:25:32.265","2022-08-11 14:25:32.268"
1916587,Zong,62,"2022-08-11 14:25:32.265","2022-08-11 14:25:32.268"
1916588,Zong,61,"2022-08-11 14:25:32.294","2022-08-11 14:25:32.298"
1916588,Zong,60,"2022-08-11 14:25:32.294","2022-08-11 14:25:32.298"
1916589,Zong,60,"2022-08-11 14:25:32.356","2022-08-11 14:25:32.360"
1916589,Zong,58,"2022-08-11 14:25:32.356","2022-08-11 14:25:32.360"
1916590,Zong,56,"2022-08-11 14:25:32.385","2022-08-11 14:25:32.389"
1916590,Zong,53,"2022-08-11 14:25:32.385","2022-08-11 14:25:32.389"
1916591,Zong,49,"2022-08-11 14:25:32.415","2022-08-11 14:25:32.431"
1916591,Zong,44,"2022-08-11 14:25:32.415","2022-08-11 14:25:32.431"
1916592,Zong,40,"2022-08-11 14:25:32.476","2022-08-11 14:25:32.480"
1916592,Zong,35,"2022-08-11 14:25:32.476","2022-08-11 14:25:32.480"
1916593,Zong,30,"2022-08-11 14:25:32.506","2022-08-11 14:25:32.510"
1916593,Zong,26,"2022-08-11 14:25:32.506","2022-08-11 14:25:32.510"
1916594,Zong,22,"2022-08-11 14:25:32.538","2022-08-11 14:25:32.542"
1916594,Zong,20,"2022-08-11 14:25:32.538","2022-08-11 14:25:32.542"
1916595,Zong,18,"2022-08-11 14:25:32.594","2022-08-11 14:25:32.599"
1916595,Zong,18,"2022-08-11 14:25:32.594","2022-08-11 14:25:32.599"
1916596,Zong,18,"2022-08-11 14:25:32.626","2022-08-11 14:25:32.631"
1916596,Zong,19,"2022-08-11 14:25:32.626","2022-08-11 14:25:32.631"
1916597,Zong,20,"2022-08-11 14:25:32.656","2022-08-11 14:25:32.659"
1916597,Zong,23,"2022-08-11 14:25:32.656","2022-08-11 14:25:32.659"
1916598,Zong,32,"2022-08-11 14:25:32.715","2022-08-11 14:25:32.726"
1916598,Zong,32,"2022-08-11 14:25:32.715","2022-08-11 14:25:32.726"
1916599,Zong,63,"2022-08-11 14:25:32.745","2022-08-11 14:25:32.748"
1916599,Zong,63,"2022-08-11 14:25:32.745","2022-08-11 14:25:32.748"
1916600,Zong,96,"2022-08-11 14:25:32.775","2022-08-11 14:25:32.779"
1916600,Zong,105,"2022-08-11 14:25:32.775","2022-08-11 14:25:32.779"
1916601,Zong,107,"2022-08-11 14:25:32.835","2022-08-11 14:25:32.841"
1916601,Zong,106,"2022-08-11 14:25:32.835","2022-08-11 14:25:32.841"
1916602,Zong,101,"2022-08-11 14:25:32.864","2022-08-11 14:25:32.868"
1916602,Zong,96,"2022-08-11 14:25:32.864","2022-08-11 14:25:32.868"
1916603,Zong,90,"2022-08-11 14:25:32.894","2022-08-11 14:25:32.898"
1916603,Zong,84,"2022-08-11 14:25:32.894","2022-08-11 14:25:32.898"
1916604,Zong,79,"2022-08-11 14:25:32.955","2022-08-11 14:25:32.959"
1916604,Zong,74,"2022-08-11 14:25:32.955","2022-08-11 14:25:32.959"
1916605,Zong,70,"2022-08-11 14:25:32.985","2022-08-11 14:25:33.003"
1916605,Zong,68,"2022-08-11 14:25:32.985","2022-08-11 14:25:33.003"
1916606,Zong,66,"2022-08-11 14:25:33.015","2022-08-11 14:25:33.025"
1916606,Zong,64,"2022-08-11 14:25:33.015","2022-08-11 14:25:33.025"
1916607,Zong,62,"2022-08-11 14:25:33.074","2022-08-11 14:25:33.079"
1916607,Zong,59,"2022-08-11 14:25:33.074","2022-08-11 14:25:33.079"
1916608,Zong,55,"2022-08-11 14:25:33.106","2022-08-11 14:25:33.109"
1916608,Zong,51,"2022-08-11 14:25:33.106","2022-08-11 14:25:33.109"
1916609,Zong,47,"2022-08-11 14:25:33.135","2022-08-11 14:25:33.140"
1916609,Zong,42,"2022-08-11 14:25:33.135","2022-08-11 14:25:33.140"
1916610,Zong,39,"2022-08-11 14:25:33.195","2022-08-11 14:25:33.199"
1916610,Zong,36,"2022-08-11 14:25:33.195","2022-08-11 14:25:33.199"
1916611,Zong,34,"2022-08-11 14:25:33.225","2022-08-11 14:25:33.229"
1916611,Zong,33,"2022-08-11 14:25:33.225","2022-08-11 14:25:33.229"
1916612,Zong,32,"2022-08-11 14:25:33.263","2022-08-11 14:25:33.267"
1916612,Zong,31,"2022-08-11 14:25:33.263","2022-08-11 14:25:33.267"
1916613,Zong,31,"2022-08-11 14:25:33.315","2022-08-11 14:25:33.325"
1916613,Zong,30,"2022-08-11 14:25:33.315","2022-08-11 14:25:33.325"
1916614,Zong,30,"2022-08-11 14:25:33.345","2022-08-11 14:25:33.348"
1916614,Zong,29,"2022-08-11 14:25:33.345","2022-08-11 14:25:33.348"
1916615,Zong,28,"2022-08-11 14:25:33.380","2022-08-11 14:25:33.385"
1916615,Zong,27,"2022-08-11 14:25:33.380","2022-08-11 14:25:33.385"
1916616,Zong,29,"2022-08-11 14:25:33.435","2022-08-11 14:25:33.439"
1916616,Zong,37,"2022-08-11 14:25:33.435","2022-08-11 14:25:33.439"
1916617,Zong,48,"2022-08-11 14:25:33.474","2022-08-11 14:25:33.477"
1916617,Zong,48,"2022-08-11 14:25:33.474","2022-08-11 14:25:33.477"
1916618,Zong,78,"2022-08-11 14:25:33.494","2022-08-11 14:25:33.497"
1916618,Zong,78,"2022-08-11 14:25:33.494","2022-08-11 14:25:33.497"
1916619,Zong,94,"2022-08-11 14:25:33.559","2022-08-11 14:25:33.563"
1916619,Zong,94,"2022-08-11 14:25:33.559","2022-08-11 14:25:33.563"
1916620,Zong,90,"2022-08-11 14:25:33.585","2022-08-11 14:25:33.604"
1916620,Zong,84,"2022-08-11 14:25:33.585","2022-08-11 14:25:33.604"
1916621,Zong,78,"2022-08-11 14:25:33.614","2022-08-11 14:25:33.624"
1916621,Zong,72,"2022-08-11 14:25:33.614","2022-08-11 14:25:33.624"
1916622,Zong,67,"2022-08-11 14:25:33.677","2022-08-11 14:25:33.680"
1916622,Zong,63,"2022-08-11 14:25:33.677","2022-08-11 14:25:33.680"
1916623,Zong,61,"2022-08-11 14:25:33.705","2022-08-11 14:25:33.709"
1916623,Zong,60,"2022-08-11 14:25:33.705","2022-08-11 14:25:33.709"
1916624,Zong,59,"2022-08-11 14:25:33.735","2022-08-11 14:25:33.740"
1916624,Zong,59,"2022-08-11 14:25:33.735","2022-08-11 14:25:33.740"
1916625,Zong,58,"2022-08-11 14:25:33.795","2022-08-11 14:25:33.799"
1916625,Zong,57,"2022-08-11 14:25:33.795","2022-08-11 14:25:33.799"
1916626,Zong,54,"2022-08-11 14:25:33.826","2022-08-11 14:25:33.830"
1916626,Zong,51,"2022-08-11 14:25:33.826","2022-08-11 14:25:33.830"
1916627,Zong,47,"2022-08-11 14:25:33.859","2022-08-11 14:25:33.866"
1916627,Zong,44,"2022-08-11 14:25:33.859","2022-08-11 14:25:33.866"
1916628,Zong,41,"2022-08-11 14:25:33.915","2022-08-11 14:25:33.936"
1916628,Zong,38,"2022-08-11 14:25:33.915","2022-08-11 14:25:33.936"
1916629,Zong,36,"2022-08-11 14:25:33.945","2022-08-11 14:25:33.948"
1916629,Zong,34,"2022-08-11 14:25:33.945","2022-08-11 14:25:33.948"
1916630,Zong,33,"2022-08-11 14:25:33.984","2022-08-11 14:25:33.987"
1916630,Zong,32,"2022-08-11 14:25:33.984","2022-08-11 14:25:33.987"
1916631,Zong,31,"2022-08-11 14:25:34.035","2022-08-11 14:25:34.039"
1916631,Zong,31,"2022-08-11 14:25:34.035","2022-08-11 14:25:34.039"
1916632,Zong,31,"2022-08-11 14:25:34.065","2022-08-11 14:25:34.079"
1916632,Zong,31,"2022-08-11 14:25:34.065","2022-08-11 14:25:34.079"
1916633,Zong,31,"2022-08-11 14:25:34.095","2022-08-11 14:25:34.116"
1916633,Zong,30,"2022-08-11 14:25:34.095","2022-08-11 14:25:34.116"
1916634,Zong,32,"2022-08-11 14:25:34.159","2022-08-11 14:25:34.163"
1916634,Zong,39,"2022-08-11 14:25:34.159","2022-08-11 14:25:34.163"
1916635,Zong,50,"2022-08-11 14:25:34.191","2022-08-11 14:25:34.203"
1916635,Zong,50,"2022-08-11 14:25:34.191","2022-08-11 14:25:34.203"
1916636,Zong,91,"2022-08-11 14:25:34.214","2022-08-11 14:25:34.222"
1916636,Zong,91,"2022-08-11 14:25:34.214","2022-08-11 14:25:34.222"
1916637,Zong,98,"2022-08-11 14:25:34.276","2022-08-11 14:25:34.281"
1916637,Zong,99,"2022-08-11 14:25:34.276","2022-08-11 14:25:34.281"
1916638,Zong,95,"2022-08-11 14:25:34.306","2022-08-11 14:25:34.312"
1916638,Zong,90,"2022-08-11 14:25:34.306","2022-08-11 14:25:34.312"
1916639,Zong,83,"2022-08-11 14:25:34.335","2022-08-11 14:25:34.338"
1916639,Zong,77,"2022-08-11 14:25:34.335","2022-08-11 14:25:34.338"
1916640,Zong,71,"2022-08-11 14:25:34.394","2022-08-11 14:25:34.398"
1916640,Zong,67,"2022-08-11 14:25:34.394","2022-08-11 14:25:34.398"
1916641,Zong,64,"2022-08-11 14:25:34.426","2022-08-11 14:25:34.434"
1916641,Zong,63,"2022-08-11 14:25:34.426","2022-08-11 14:25:34.434"
1916642,Zong,62,"2022-08-11 14:25:34.459","2022-08-11 14:25:34.462"
1916642,Zong,62,"2022-08-11 14:25:34.459","2022-08-11 14:25:34.462"
1916643,Zong,62,"2022-08-11 14:25:34.514","2022-08-11 14:25:34.525"
1916643,Zong,60,"2022-08-11 14:25:34.514","2022-08-11 14:25:34.525"
1916644,Zong,58,"2022-08-11 14:25:34.544","2022-08-11 14:25:34.551"
1916644,Zong,54,"2022-08-11 14:25:34.544","2022-08-11 14:25:34.551"
1916645,Zong,51,"2022-08-11 14:25:34.575","2022-08-11 14:25:34.581"
1916645,Zong,47,"2022-08-11 14:25:34.575","2022-08-11 14:25:34.581"
1916646,Zong,41,"2022-08-11 14:25:34.635","2022-08-11 14:25:34.639"
1916646,Zong,37,"2022-08-11 14:25:34.635","2022-08-11 14:25:34.639"
1916647,Zong,34,"2022-08-11 14:25:34.665","2022-08-11 14:25:34.668"
1916647,Zong,32,"2022-08-11 14:25:34.665","2022-08-11 14:25:34.668"
1916648,Zong,30,"2022-08-11 14:25:34.700","2022-08-11 14:25:34.704"
1916648,Zong,30,"2022-08-11 14:25:34.700","2022-08-11 14:25:34.704"
1916649,Zong,30,"2022-08-11 14:25:34.759","2022-08-11 14:25:34.763"
1916649,Zong,30,"2022-08-11 14:25:34.759","2022-08-11 14:25:34.763"
1916650,Zong,30,"2022-08-11 14:25:34.786","2022-08-11 14:25:34.804"
1916650,Zong,28,"2022-08-11 14:25:34.786","2022-08-11 14:25:34.804"
1916651,Zong,26,"2022-08-11 14:25:34.815","2022-08-11 14:25:34.823"
1916651,Zong,24,"2022-08-11 14:25:34.815","2022-08-11 14:25:34.823"
1916652,Zong,26,"2022-08-11 14:25:34.875","2022-08-11 14:25:34.880"
1916652,Zong,35,"2022-08-11 14:25:34.875","2022-08-11 14:25:34.880"
1916653,Zong,49,"2022-08-11 14:25:34.920","2022-08-11 14:25:34.924"
1916653,Zong,49,"2022-08-11 14:25:34.920","2022-08-11 14:25:34.924"
